HHID,NWEIGHT,REGIONC,DIVISION,ENERPGM,REBATPGM,LDCNTPGM,ENGAUPGM,CONSEPGM,OTHPGM,WAGES,SELFHIRE,SSECURTY,PENSIONS,FSTAMPS,AFDC,UNEMPLOY,SSI,OTHERAID,MONEYPY,INC35PLU,KNOWHEAP,HEATAID,COOLAID,LIFELINE,LIHEAPEM,FUELPAID,CASHAID,VOUCHERS,CHECK2PM,OTHERPMT,GOVTAMT,WEATHERZ,FAMSIZE,POOR100,POOR125,HOWPAID,LIHEAP
3364,12991,1,1,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,08,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,1
3365,18542,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
3366,10341,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
3367,30795,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,3,1
3368,23030,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3369,22299,2,3,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
3370,15961,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,1
3371,25314,3,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3372,20946,4,9,0,9,9,9,9,9,0,0,0,0,0,0,0,0,1,05,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,3,1
3373,15398,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3374,7564,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,0,1,1,1
3375,8783,2,4,0,9,9,9,9,9,0,1,1,0,0,0,0,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3376,13431,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,7,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,4,0
3377,19307,3,7,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3378,19891,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
3379,10966,3,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3380,18890,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3381,25147,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3382,8006,2,4,0,9,9,9,9,9,0,1,1,1,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
3383,16098,4,9,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3384,17611,4,9,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3385,8942,4,8,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,07,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,2,1
3386,22037,3,6,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
3387,9726,2,4,0,9,9,9,9,9,1,0,0,0,1,1,0,0,0,09,9,1,1,1,0,0,1,0,0,0,0,9996,0,3,0,1,1,1
3388,37462,2,3,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3389,11651,2,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3390,22470,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3391,36063,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3392,15820,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,08,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,1,1
3393,8661,2,4,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,10,7,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3394,67410,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3395,22749,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3396,22749,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,2,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3397,14635,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3398,7957,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3399,12807,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
3400,19247,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,7,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,2,0
3401,17635,3,7,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3402,7726,2,4,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,10,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
3403,23819,3,5,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,05,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,1,1
3404,17570,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3405,9689,4,8,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3406,38615,3,7,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,05,1,0,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,1,1
3407,17920,2,3,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3408,10488,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
3409,18114,2,3,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,18,1,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
3410,13183,3,6,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,23,2,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3411,17920,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
3412,7957,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,07,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,2,1
3413,16273,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
3414,21872,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3415,12657,3,6,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3416,13103,1,1,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,14,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
3417,18293,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,01,6,0,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,1,1
3418,48783,4,9,0,9,9,9,9,9,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,1,1,1
3419,17354,4,9,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3420,7564,2,4,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,10,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
3421,13831,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,3,0
3422,20448,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3423,25089,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,3,0
3424,12807,3,6,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3425,7767,2,4,0,9,9,9,9,9,0,0,0,0,1,1,0,0,0,04,9,1,1,0,0,0,1,0,0,0,0,896,0,2,1,1,1,1
3426,19932,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3427,12416,3,6,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
3428,18618,4,9,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,03,1,0,0,0,0,0,9,9,9,9,9,9999,0,2,1,1,1,1
3429,20529,1,2,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,03,1,0,0,0,0,0,9,9,9,9,9,9999,0,2,1,1,4,1
3430,7726,2,4,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
3431,9792,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
3432,7767,2,4,0,9,9,9,9,9,0,1,1,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3433,47088,3,5,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,20,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3434,11459,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
3435,9258,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3436,15319,2,4,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,09,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,3,1
3437,14596,4,9,0,9,9,9,9,9,1,0,0,0,1,1,0,0,0,15,1,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,1
3438,20529,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,9,9,9,9,9,9999,0,7,0,0,1,1
3439,15338,1,2,0,9,9,9,9,9,0,0,0,0,1,0,0,0,1,09,9,1,1,0,0,0,1,0,0,0,0,300,0,2,0,1,1,1
3440,12279,4,8,0,9,9,9,9,9,0,1,0,0,0,0,0,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3441,15398,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,3,0
3442,33220,1,2,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,22,2,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3443,16681,4,9,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,17,9,0,0,0,0,0,9,9,9,9,9,9999,0,6,0,0,1,1
3444,11866,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3445,15515,4,9,6,9,9,9,9,9,0,1,0,0,0,0,0,0,0,21,1,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3446,15585,1,2,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
3447,16610,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3448,7660,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,07,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,2,1
3449,8389,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,01,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,1,1
3450,9792,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
3451,31642,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
3452,19071,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3453,18173,2,3,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3454,31392,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,19,9,0,1,0,0,0,1,0,0,0,0,240,0,3,0,0,1,0
3455,7726,2,4,0,9,9,9,9,9,1,0,1,0,1,0,0,0,0,08,9,1,1,0,0,0,1,0,0,0,0,9996,1,5,1,1,1,1
3456,18784,4,9,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,19,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3457,8726,1,1,0,9,9,9,9,9,0,0,1,0,0,0,1,0,0,07,9,0,0,0,0,0,9,9,9,9,9,9999,0,8,1,1,4,1
3458,17621,1,2,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,04,9,1,1,0,0,0,1,0,0,0,0,169,0,1,1,1,1,1
3459,15961,2,3,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
3460,16610,1,2,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,21,9,1,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,0
3461,19804,4,9,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,4,1
3462,22470,3,5,0,9,9,9,9,9,0,0,0,0,0,1,0,0,0,01,9,1,1,0,0,0,0,1,0,0,0,9996,0,6,1,1,3,1
3463,23655,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3464,19891,1,2,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,08,9,1,1,0,0,0,1,0,0,0,0,150,0,4,1,1,1,1
3465,13358,1,2,0,9,9,9,9,9,1,0,0,1,0,0,1,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3466,11437,2,4,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3467,14384,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3468,27813,3,5,0,9,9,9,9,9,0,1,0,1,0,0,0,0,0,07,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,1,1
3469,21179,2,3,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,05,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,1,1
3470,33761,3,5,0,9,9,9,9,9,1,0,0,0,1,1,0,0,0,05,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,1,1,1,1
3471,19695,3,5,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,03,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,2,1
3472,14873,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,3,0
3473,20762,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3474,14384,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
3475,29654,1,2,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3476,13635,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,09,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,1
3477,10772,1,1,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,16,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3478,10351,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,0
3479,19776,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,15,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3480,20464,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3481,14088,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,3,0
3482,19071,3,5,0,9,9,9,9,9,1,0,0,0,0,0,1,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,1,1,1
3483,9679,4,8,0,9,9,9,9,9,0,1,1,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,4,0
3484,8729,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
3485,7961,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,2,0
3486,22826,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3487,39550,3,6,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,14,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3488,28662,3,7,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,2,0
3489,14420,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3490,17194,3,7,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,1
3491,21579,3,7,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,08,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,1,1,1
3492,16734,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3493,20762,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3494,7726,2,4,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3495,47088,3,5,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3496,17022,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
3497,19307,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,08,9,0,0,0,0,0,9,9,9,9,9,9999,0,5,1,1,1,1
3498,18173,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,3,0
3499,11536,4,8,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,05,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,1,1,1
3500,8942,4,8,0,9,9,9,9,9,0,1,0,1,0,0,0,0,0,18,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3501,21579,3,7,0,9,9,9,9,9,1,0,0,0,1,0,0,0,0,10,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,1,1
3502,15398,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3503,16330,3,5,0,9,9,9,9,9,1,0,1,0,1,0,0,0,0,08,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,1,1
3504,10212,2,4,0,9,9,9,9,9,0,1,1,1,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3505,29284,1,2,6,9,9,9,9,9,1,0,1,1,0,0,0,0,0,24,2,9,9,9,9,9,9,9,9,9,9,9999,9,3,0,0,1,0
3506,29016,1,2,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,16,1,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,3,0
3507,15398,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,3,0
3508,25889,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3509,14621,3,6,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,12,7,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3510,15485,2,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,12,9,1,0,0,0,0,9,9,9,9,9,9999,0,6,1,1,1,1
3511,29284,1,2,0,9,9,9,9,9,0,0,1,1,0,0,0,0,0,13,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,1
3512,22156,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,1,0
3513,22716,2,3,0,9,9,9,9,9,1,0,1,1,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3514,8736,2,4,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,22,6,9,9,9,9,9,9,9,9,9,9,9999,9,1,0,0,2,0
3515,7726,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3516,35678,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3517,7767,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,17,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,0
3518,8729,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,1,07,9,0,0,0,0,0,9,9,9,9,9,9999,0,3,1,1,4,1
3519,31420,4,9,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,9,9,9,9,9,9999,0,3,0,0,1,1
3520,7625,2,4,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,20,9,1,0,0,0,0,9,9,9,9,9,9999,0,5,0,0,1,0
3521,27661,4,9,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3522,34609,2,3,0,9,9,9,9,9,1,0,1,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3523,20548,2,3,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3524,11490,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,3,0
3525,18477,1,1,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,23,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3526,21963,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3527,10488,4,8,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3528,26368,3,5,0,9,9,9,9,9,0,0,1,0,0,0,0,0,0,04,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,1,1,1,1
3529,17635,3,7,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,9,9,9,9,9,9999,0,4,0,0,1,1
3530,11490,1,1,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,25,9,9,9,9,9,9,9,9,9,9,9,9999,9,4,0,0,1,0
3531,14130,3,6,0,9,9,9,9,9,0,0,0,1,0,0,0,0,0,18,1,1,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,1,0
3532,15585,1,2,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,9,9,9,9,9,9999,0,2,0,0,3,0
3533,16471,3,6,0,9,9,9,9,9,1,0,0,0,0,0,0,0,0,08,9,1,0,0,0,0,9,9,9,9,9,9999,0,4,1,1,1,1
3534,36063,4,9,0,9,9,9,9,9,1,0,0,1,0,0,0,0,0,24,9,9,9,9,9,9,9,9,9,9,9,9999,9,2,0,0,1,0
3535,19254,4,9,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,14,9,0,0,0,0,0,9,9,9,9,9,9999,0,1,0,0,1,0
3536,17304,2,3,0,9,9,9,9,9,1,1,0,0,0,0,0,0,0,22,9,9,9,9,9,9,9,9,9,9,9,9999,9,5,0,0,1,0
